color_code,color_card,red,green,blue
1026 Color card,11,249,238,221
KIPAU COLOR CHART,0011P,253,242,231
1026 Color card,12,251,237,207
KIPAU COLOR CHART,0012P,251,241,232
1026 Color card,13,255,229,160
KIPAU COLOR CHART,0013P,255,243,229
1026 Color card,14,255,219,108
KIPAU COLOR CHART,0014P,255,238,217
1026 Color card,15,255,223,133
KIPAU COLOR CHART,0015P,252,233,214
1026 Color card,16,255,232,181
KIPAU COLOR CHART,0016P,255,231,203
KIPAU COLOR CHART,0017P,252,232,207
1026 Color card,21,255,242,224
KIPAU COLOR CHART,0021P,252,242,237
1026 Color card,22,255,237,209
KIPAU COLOR CHART,0022P,250,240,231
1026 Color card,23,255,226,156
KIPAU COLOR CHART,0023P,249,239,228
1026 Color card,24,255,214,105
KIPAU COLOR CHART,0024P,246,242,232
1026 Color card,25,255,219,128
KIPAU COLOR CHART,0025P,255,243,230
1026 Color card,26,255,229,178
KIPAU COLOR CHART,0026P,255,243,231
KIPAU COLOR CHART,0027P,255,242,228
1026 Color card,31,238,221,194
KIPAU COLOR CHART,0031P,252,244,235
1026 Color card,32,249,220,172
KIPAU COLOR CHART,0032P,255,245,226
1026 Color card,33,246,207,122
KIPAU COLOR CHART,0033P,255,242,224
1026 Color card,34,208,179,98
KIPAU COLOR CHART,0034P,255,242,228
1026 Color card,35,246,199,93
KIPAU COLOR CHART,0035P,252,236,209
1026 Color card,36,245,211,145
KIPAU COLOR CHART,0036P,253,235,203
KIPAU COLOR CHART,0037P,246,232,210
1026 Color card,41,211,193,168
KIPAU COLOR CHART,0041P,255,241,226
1026 Color card,42,216,191,147
KIPAU COLOR CHART,0042P,255,235,216
1026 Color card,43,191,157,100
KIPAU COLOR CHART,0043P,253,231,214
1026 Color card,44,142,111,60
KIPAU COLOR CHART,0044P,255,238,225
1026 Color card,45,165,135,85
KIPAU COLOR CHART,0045P,255,232,214
1026 Color card,46,214,181,121
KIPAU COLOR CHART,0046P,255,228,206
KIPAU COLOR CHART,0047P,255,223,198
1026 Color card,51,183,167,145
KIPAU COLOR CHART,0051P,255,237,225
1026 Color card,52,187,163,125
KIPAU COLOR CHART,0052P,255,233,217
1026 Color card,53,141,119,89
KIPAU COLOR CHART,0053P,251,225,202
1026 Color card,54,90,67,28
KIPAU COLOR CHART,0054P,248,228,222
1026 Color card,55,117,95,65
KIPAU COLOR CHART,0055P,255,231,221
1026 Color card,56,161,140,107
KIPAU COLOR CHART,0056P,255,223,216
KIPAU COLOR CHART,0057P,255,221,204
1026 Color card,61,255,241,225
KIPAU COLOR CHART,0061P,254,245,239
1026 Color card,62,255,233,203
KIPAU COLOR CHART,0062P,246,234,227
1026 Color card,63,255,218,150
KIPAU COLOR CHART,0063P,243,231,223
1026 Color card,64,255,201,104
KIPAU COLOR CHART,0064P,253,235,223
1026 Color card,65,255,212,131
KIPAU COLOR CHART,0065P,254,234,222
1026 Color card,66,255,225,178
KIPAU COLOR CHART,0066P,252,229,215
KIPAU COLOR CHART,0067P,240,221,210
1026 Color card,71,241,219,191
KIPAU COLOR CHART,0071P,247,230,222
1026 Color card,72,249,216,169
KIPAU COLOR CHART,0072P,255,240,233
1026 Color card,73,255,205,125
KIPAU COLOR CHART,0073P,252,237,229
1026 Color card,74,225,173,98
KIPAU COLOR CHART,0074P,255,239,236
1026 Color card,75,255,195,95
KIPAU COLOR CHART,0075P,254,235,232
1026 Color card,76,246,203,141
KIPAU COLOR CHART,0076P,249,233,229
KIPAU COLOR CHART,0077P,251,228,226
1026 Color card,81,211,190,165
KIPAU COLOR CHART,0081P,241,229,238
1026 Color card,82,215,184,144
KIPAU COLOR CHART,0082P,237,230,236
1026 Color card,83,193,152,100
KIPAU COLOR CHART,0083P,249,238,238
1026 Color card,84,145,105,53
KIPAU COLOR CHART,0084P,248,232,228
1026 Color card,85,165,127,80
KIPAU COLOR CHART,0085P,255,234,230
1026 Color card,86,220,176,120
KIPAU COLOR CHART,0086P,246,231,233
KIPAU COLOR CHART,0087P,251,225,229
1026 Color card,91,211,189,168
KIPAU COLOR CHART,0091P,250,232,225
1026 Color card,92,220,183,145
KIPAU COLOR CHART,0092P,245,228,225
1026 Color card,93,200,152,104
KIPAU COLOR CHART,0093P,247,236,233
1026 Color card,94,149,104,63
KIPAU COLOR CHART,0094P,253,240,237
1026 Color card,95,171,123,76
KIPAU COLOR CHART,0095P,247,235,234
1026 Color card,96,226,173,120
KIPAU COLOR CHART,0096P,234,221,222
KIPAU COLOR CHART,0097P,235,227,229
CP4 Color card,00NN 05/000,26,24,22
CP4 Color card,00NN 07/000,44,45,45
CP4 Color card,00NN 13/000,80,81,83
CP4 Color card,00NN 16/000,96,96,99
CP4 Color card,00NN 20/000,111,112,115
CP4 Color card,00NN 25/000,125,126,129
CP4 Color card,00NN 31/000,142,143,147
CP4 Color card,00NN 37/000,156,157,161
CP4 Color card,00NN 53/000,187,188,192
CP4 Color card,00NN 62/000,207,208,211
CP4 Color card,00NN 72/000,219,219,222
CP4 Color card,00NN 83/000,241,238,239
CP4 Color card,00YR 08/409,139,0,36
CP4 Color card,00YR 15/510,192,0,59
CP4 Color card,00YY 07/093,71,47,27
CP4 Color card,00YY 09/087,88,66,51
CP4 Color card,00YY 09/186,105,65,29
CP4 Color card,00YY 12/173,116,78,49
CP4 Color card,00YY 12/279,132,77,24
CP4 Color card,00YY 15/371,156,86,18
CP4 Color card,00YY 18/346,164,97,39
CP4 Color card,00YY 19/261,155,102,63
CP4 Color card,00YY 19/464,180,99,0
CP4 Color card,00YY 21/321,169,107,61
CP4 Color card,00YY 23/557,208,111,0
CP4 Color card,00YY 26/220,174,126,97
CP4 Color card,00YY 26/520,211,116,24
CP4 Color card,00YY 28/352,197,125,73
CP4 Color card,00YY 28/650,232,124,0
CP4 Color card,00YY 34/562,240,134,44
CP4 Color card,00YY 37/221,204,155,128
CP4 Color card,00YY 38/123,189,159,145
CP4 Color card,00YY 41/475,246,150,82
CP4 Color card,00YY 43/304,228,160,120
CP4 Color card,00YY 44/107,200,173,161
CP4 Color card,00YY 48/171,217,176,156
CP4 Color card,00YY 49/387,251,168,115
CP4 Color card,00YY 50/091,209,184,175
CP4 Color card,00YY 52/119,219,188,175
CP4 Color card,00YY 56/173,231,189,168
CP4 Color card,00YY 57/299,255,187,146
CP4 Color card,00YY 59/098,225,199,189
CP4 Color card,00YY 62/144,237,201,184
CP4 Color card,00YY 63/024,218,210,209
CP4 Color card,00YY 65/060,231,213,207
CP4 Color card,00YY 66/078,232,211,204
CP4 Color card,00YY 67/096,237,211,201
CP4 Color card,00YY 67/212,255,206,178
CP4 Color card,00YY 74/053,239,221,215
CP4 Color card,00YY 75/071,245,225,217
CP4 Color card,00YY 76/088,250,224,214
CP4 Color card,00YY 77/124,255,224,210
CP4 Color card,00YY 83/034,250,237,234
CP4 Color card,00YY 83/046,249,236,233
CP4 Color card,00YY 83/057,250,236,230
CP4 Color card,00YY 83/069,252,236,229
CP4 Color card,00YY 83/080,255,236,229
1026 Color card,101,255,238,221
360-HC Color card,101,237,225,223
KIPAU COLOR CHART,0101P,239,233,237
1026 Color card,102,255,229,197
360-HC Color card,102,243,233,233
KIPAU COLOR CHART,0102P,243,237,239
1026 Color card,103,255,207,146
360-HC Color card,103,235,227,231
KIPAU COLOR CHART,0103P,234,227,238
1026 Color card,104,255,190,102
360-HC Color card,104,243,227,229
KIPAU COLOR CHART,0104P,242,237,240
1026 Color card,105,255,199,127
360-HC Color card,105,235,217,226
KIPAU COLOR CHART,0105P,225,218,225
1026 Color card,106,255,220,175
360-HC Color card,106,242,228,229
KIPAU COLOR CHART,0106P,226,222,228
360-HC Color card,107,233,218,214
KIPAU COLOR CHART,0107P,220,214,226
360-HC Color card,108,244,230,227
360-HC Color card,109,246,227,223
360-HC Color card,110,245,217,211
1026 Color card,111,242,215,187
360-HC Color card,111,242,216,209
KIPAU COLOR CHART,0111P,241,241,240
1026 Color card,112,246,204,160
360-HC Color card,112,236,216,211
KIPAU COLOR CHART,0112P,239,241,241
1026 Color card,113,255,190,114
360-HC Color card,113,231,219,218
KIPAU COLOR CHART,0113P,230,237,239
1026 Color card,114,237,159,77
360-HC Color card,114,232,223,218
KIPAU COLOR CHART,0114P,237,236,236
1026 Color card,115,255,182,95
360-HC Color card,115,239,225,219
KIPAU COLOR CHART,0115P,222,230,235
1026 Color card,116,254,197,139
360-HC Color card,116,246,235,231
KIPAU COLOR CHART,0116P,231,230,231
360-HC Color card,117,247,232,226
KIPAU COLOR CHART,0117P,221,224,231
360-HC Color card,118,244,228,221
360-HC Color card,119,229,209,200
360-HC Color card,120,252,232,223
1026 Color card,121,255,241,226
360-HC Color card,121,244,220,211
KIPAU COLOR CHART,0121P,249,244,237
1026 Color card,122,255,226,198
360-HC Color card,122,252,227,215
KIPAU COLOR CHART,0122P,254,246,236
1026 Color card,123,255,201,147
360-HC Color card,123,254,232,223
KIPAU COLOR CHART,0123P,244,240,231
1026 Color card,124,255,178,103
360-HC Color card,124,254,234,221
KIPAU COLOR CHART,0124P,242,238,234
1026 Color card,125,255,187,121
360-HC Color card,125,254,228,213
KIPAU COLOR CHART,0125P,241,238,233
1026 Color card,126,255,220,179
360-HC Color card,126,249,233,221
KIPAU COLOR CHART,0126P,239,230,225
360-HC Color card,127,252,237,226
KIPAU COLOR CHART,0127P,227,227,226
360-HC Color card,128,250,234,221
360-HC Color card,129,255,231,214
360-HC Color card,130,241,216,201
1026 Color card,131,255,233,217
360-HC Color card,131,255,235,218
KIPAU COLOR CHART,0131P,244,244,241
1026 Color card,132,255,226,202
360-HC Color card,132,245,232,222
KIPAU COLOR CHART,0132P,238,242,239
1026 Color card,133,255,189,142
360-HC Color card,133,239,221,209
KIPAU COLOR CHART,0133P,234,240,239
1026 Color card,134,255,163,100
360-HC Color card,134,254,234,216
KIPAU COLOR CHART,0134P,233,243,238
1026 Color card,135,255,176,121
360-HC Color card,135,252,231,214
KIPAU COLOR CHART,0135P,222,239,237
1026 Color card,136,255,207,173
360-HC Color card,136,255,235,215
KIPAU COLOR CHART,0136P,216,238,238
360-HC Color card,137,253,229,207
KIPAU COLOR CHART,0137P,203,221,229
360-HC Color card,138,254,237,217
360-HC Color card,139,250,232,210
360-HC Color card,140,252,239,224
1026 Color card,141,245,212,189
360-HC Color card,141,255,235,212
KIPAU COLOR CHART,0141P,234,248,239
1026 Color card,142,255,197,160
360-HC Color card,142,247,235,211
KIPAU COLOR CHART,0142P,228,239,229
1026 Color card,143,255,170,115
360-HC Color card,143,248,234,212
KIPAU COLOR CHART,0143P,211,234,226
1026 Color card,144,238,140,79
360-HC Color card,144,240,236,232
KIPAU COLOR CHART,0144P,221,237,234
1026 Color card,145,255,157,97
360-HC Color card,145,244,237,225
KIPAU COLOR CHART,0145P,212,241,238
1026 Color card,146,255,182,137
360-HC Color card,146,245,241,222
KIPAU COLOR CHART,0146P,197,230,232
360-HC Color card,147,238,234,219
KIPAU COLOR CHART,0147P,198,228,227
360-HC Color card,148,235,237,221
360-HC Color card,149,227,232,220
360-HC Color card,150,221,235,221
1026 Color card,151,222,190,170
360-HC Color card,151,227,237,231
KIPAU COLOR CHART,0151P,224,237,210
1026 Color card,152,226,174,144
360-HC Color card,152,220,232,227
KIPAU COLOR CHART,0152P,236,242,222
1026 Color card,153,203,139,101
360-HC Color card,153,223,235,230
KIPAU COLOR CHART,0153P,241,241,229
1026 Color card,154,151,95,63
360-HC Color card,154,234,237,233
KIPAU COLOR CHART,0154P,227,231,216
1026 Color card,155,180,118,82
360-HC Color card,155,234,234,232
KIPAU COLOR CHART,0155P,223,234,218
1026 Color card,156,230,158,117
360-HC Color card,156,220,233,233
KIPAU COLOR CHART,0156P,209,231,217
360-HC Color card,157,223,231,230
KIPAU COLOR CHART,0157P,227,234,226
360-HC Color card,158,232,232,231
360-HC Color card,159,231,229,230
360-HC Color card,160,219,228,231
1026 Color card,161,198,164,146
360-HC Color card,161,220,222,223
KIPAU COLOR CHART,0161P,255,244,195
1026 Color card,162,203,150,120
360-HC Color card,162,210,219,226
KIPAU COLOR CHART,0162P,255,241,175
1026 Color card,163,154,107,80
360-HC Color card,163,211,218,222
KIPAU COLOR CHART,0163T,255,234,151
1026 Color card,164,103,56,31
360-HC Color card,164,212,215,216
KIPAU COLOR CHART,0164T,255,230,134
1026 Color card,165,129,86,56
360-HC Color card,165,233,228,225
KIPAU COLOR CHART,0165T,255,220,100
1026 Color card,166,181,132,104
360-HC Color card,166,213,213,217
KIPAU COLOR CHART,0166D,255,210,69
360-HC Color card,167,236,233,235
KIPAU COLOR CHART,0167D,255,201,39
360-HC Color card,168,212,216,226
360-HC Color card,169,237,233,235
360-HC Color card,170,241,233,232
1026 Color card,171,255,230,217
360-HC Color card,171,237,230,232
KIPAU COLOR CHART,0171P,255,241,214
1026 Color card,172,255,222,208
360-HC Color card,172,236,228,230
KIPAU COLOR CHART,0172P,255,231,184
1026 Color card,173,255,177,148
360-HC Color card,173,241,229,233
KIPAU COLOR CHART,0173P,255,226,159
1026 Color card,174,255,146,108
360-HC Color card,174,246,234,233
KIPAU COLOR CHART,0174T,255,215,130
1026 Color card,175,255,164,128
360-HC Color card,175,243,238,236
KIPAU COLOR CHART,0175T,255,214,110
1026 Color card,176,255,197,174
360-HC Color card,176,236,231,229
KIPAU COLOR CHART,0176D,255,203,78
360-HC Color card,177,223,214,213
KIPAU COLOR CHART,0177D,255,189,0
360-HC Color card,178,229,217,215
360-HC Color card,179,226,219,221
360-HC Color card,180,235,224,220
1026 Color card,181,248,208,191
KIPAU COLOR CHART,0181P,255,239,214
1026 Color card,182,255,190,168
KIPAU COLOR CHART,0182P,255,229,185
1026 Color card,183,255,157,121
KIPAU COLOR CHART,0183P,255,227,172
1026 Color card,184,234,137,106
KIPAU COLOR CHART,0184T,255,213,143
1026 Color card,185,255,141,99
KIPAU COLOR CHART,0185T,255,206,121
1026 Color card,186,255,171,142
KIPAU COLOR CHART,0186D,255,188,66
KIPAU COLOR CHART,0187D,255,168,0
1026 Color card,191,220,183,168
KIPAU COLOR CHART,0191P,255,219,164
1026 Color card,192,224,165,145
KIPAU COLOR CHART,0192P,255,215,155
1026 Color card,193,206,129,105
KIPAU COLOR CHART,0193P,255,211,142
1026 Color card,194,151,85,61
KIPAU COLOR CHART,0194P,255,201,118
1026 Color card,195,178,106,82
KIPAU COLOR CHART,0195T,255,186,77
1026 Color card,196,231,149,124
KIPAU COLOR CHART,0196D,255,170,33
KIPAU COLOR CHART,0197D,255,167,22
CP4 Color card,01BB 69/098,192,221,237
CP4 Color card,01RR 16/397,164,68,134
CP4 Color card,01RR 77/091,247,224,240
CP4 Color card,01YY 36/694,255,122,0
1026 Color card,201,193,160,148
KIPAU COLOR CHART,0201P,255,217,174
1026 Color card,202,205,147,128
KIPAU COLOR CHART,0202P,255,208,152
1026 Color card,203,153,103,86
KIPAU COLOR CHART,0203T,255,186,110
1026 Color card,204,99,45,17
KIPAU COLOR CHART,0204T,255,184,100
1026 Color card,205,133,82,64
KIPAU COLOR CHART,0205D,255,169,50
1026 Color card,206,176,122,105
KIPAU COLOR CHART,0206D,255,169,57
KIPAU COLOR CHART,0207D,253,153,36
1026 Color card,211,253,231,222
KIPAU COLOR CHART,0211P,255,230,198
1026 Color card,212,255,220,210
KIPAU COLOR CHART,0212P,255,216,167
1026 Color card,213,255,177,163
KIPAU COLOR CHART,0213P,255,211,149
1026 Color card,214,255,138,120
KIPAU COLOR CHART,0214T,255,196,129
1026 Color card,215,255,154,140
KIPAU COLOR CHART,0215T,255,184,104
1026 Color card,216,255,197,185
KIPAU COLOR CHART,0216D,252,166,67
KIPAU COLOR CHART,0217D,245,153,60
1026 Color card,221,247,206,196
KIPAU COLOR CHART,0221P,255,215,173
1026 Color card,222,252,189,175
KIPAU COLOR CHART,0222P,255,212,164
1026 Color card,223,254,147,131
KIPAU COLOR CHART,0223P,255,201,154
1026 Color card,224,223,104,88
KIPAU COLOR CHART,0224T,255,202,159
1026 Color card,225,254,128,109
KIPAU COLOR CHART,0225T,253,179,129
1026 Color card,226,255,171,156
KIPAU COLOR CHART,0226T,243,174,123
KIPAU COLOR CHART,0227D,228,133,64
1026 Color card,231,215,181,174
KIPAU COLOR CHART,0231P,255,224,200
1026 Color card,232,222,165,154
KIPAU COLOR CHART,0232P,255,209,176
1026 Color card,233,199,121,109
KIPAU COLOR CHART,0233P,255,207,170
1026 Color card,234,149,81,70
KIPAU COLOR CHART,0234T,255,189,142
1026 Color card,235,173,100,90
KIPAU COLOR CHART,0235T,255,175,121
1026 Color card,236,228,145,133
KIPAU COLOR CHART,0236D,242,146,83
KIPAU COLOR CHART,0237D,207,107,38
1026 Color card,241,188,157,151
KIPAU COLOR CHART,0241P,255,224,203
1026 Color card,242,202,145,134
KIPAU COLOR CHART,0242P,255,205,168
1026 Color card,243,151,99,90
KIPAU COLOR CHART,0243P,255,206,174
1026 Color card,244,97,46,35
KIPAU COLOR CHART,0244T,255,183,142
1026 Color card,245,128,77,67
KIPAU COLOR CHART,0245T,249,165,120
1026 Color card,246,172,118,110
KIPAU COLOR CHART,0246D,228,121,65
KIPAU COLOR CHART,0247D,192,84,31
1026 Color card,251,252,232,227
KIPAU COLOR CHART,0251P,255,213,179
1026 Color card,252,255,221,218
KIPAU COLOR CHART,0252P,255,204,157
1026 Color card,253,255,179,178
KIPAU COLOR CHART,0253T,255,183,121
1026 Color card,254,255,134,139
KIPAU COLOR CHART,0254T,255,173,119
1026 Color card,255,255,156,159
KIPAU COLOR CHART,0255T,255,166,121
1026 Color card,256,255,199,197
KIPAU COLOR CHART,0256D,255,137,69
KIPAU COLOR CHART,0257D,253,127,84
1026 Color card,261,239,209,208
KIPAU COLOR CHART,0261P,255,222,196
1026 Color card,262,241,185,184
KIPAU COLOR CHART,0262P,255,205,167
1026 Color card,263,245,147,149
KIPAU COLOR CHART,0263T,255,189,139
1026 Color card,264,190,98,99
KIPAU COLOR CHART,0264T,255,166,105
1026 Color card,265,216,123,127
KIPAU COLOR CHART,0265D,255,144,58
1026 Color card,266,240,162,163
KIPAU COLOR CHART,0266D,255,139,62
KIPAU COLOR CHART,0267D,255,118,42
1026 Color card,271,209,179,177
KIPAU COLOR CHART,0271P,255,219,203
1026 Color card,272,216,160,159
KIPAU COLOR CHART,0272P,255,197,173
1026 Color card,273,190,117,119
KIPAU COLOR CHART,0273T,255,183,154
1026 Color card,274,137,74,75
KIPAU COLOR CHART,0274T,255,160,124
1026 Color card,275,163,95,96
KIPAU COLOR CHART,0275D,255,140,99
1026 Color card,276,216,141,142
KIPAU COLOR CHART,0276D,250,128,88
KIPAU COLOR CHART,0277D,202,74,35
1026 Color card,281,185,159,159
KIPAU COLOR CHART,0281P,255,222,212
1026 Color card,282,189,138,137
KIPAU COLOR CHART,0282P,255,206,189
1026 Color card,283,144,94,94
KIPAU COLOR CHART,0283T,255,193,176
1026 Color card,284,107,36,39
KIPAU COLOR CHART,0284T,255,181,159
1026 Color card,285,119,72,72
KIPAU COLOR CHART,0285T,255,154,128
1026 Color card,286,168,117,118
KIPAU COLOR CHART,0286D,255,120,94
KIPAU COLOR CHART,0287D,244,69,36
1026 Color card,291,244,227,230
KIPAU COLOR CHART,0291P,255,217,212
1026 Color card,292,250,223,226
KIPAU COLOR CHART,0292P,255,201,195
1026 Color card,293,247,178,194
KIPAU COLOR CHART,0293T,255,194,191
1026 Color card,294,245,137,162
KIPAU COLOR CHART,0294T,255,187,179
1026 Color card,295,253,163,183
KIPAU COLOR CHART,0295T,255,182,174
1026 Color card,296,252,204,212
KIPAU COLOR CHART,0296D,255,148,137
KIPAU COLOR CHART,0297D,255,109,94
CP4 Color card,02GG 21/542,0,158,101
CP4 Color card,02RB 53/171,182,187,225
CP4 Color card,02RR 35/376,220,129,189
CP4 Color card,02YY 55/518,255,163,99
1026 Color card,301,230,205,210
KIPAU COLOR CHART,0301P,255,209,209
1026 Color card,302,232,186,195
KIPAU COLOR CHART,0302P,255,192,188
1026 Color card,303,233,144,163
KIPAU COLOR CHART,0303T,255,175,172
1026 Color card,304,176,94,112
KIPAU COLOR CHART,0304T,252,161,158
1026 Color card,305,208,120,140
KIPAU COLOR CHART,0305T,243,133,126
1026 Color card,306,237,171,185
KIPAU COLOR CHART,0306D,231,111,110
KIPAU COLOR CHART,0307D,175,50,40
1026 Color card,311,206,183,188
KIPAU COLOR CHART,0311P,255,229,228
1026 Color card,312,205,164,174
KIPAU COLOR CHART,0312P,255,207,205
1026 Color card,313,181,120,135
KIPAU COLOR CHART,0313P,255,192,190
1026 Color card,314,128,70,84
KIPAU COLOR CHART,0314T,255,168,167
1026 Color card,315,153,91,108
KIPAU COLOR CHART,0315T,255,126,122
1026 Color card,316,207,142,158
KIPAU COLOR CHART,0316D,255,106,102
KIPAU COLOR CHART,0317D,237,50,41
1026 Color card,321,182,159,165
KIPAU COLOR CHART,0321P,255,225,232
1026 Color card,322,184,142,152
KIPAU COLOR CHART,0322P,254,198,210
1026 Color card,323,139,92,103
KIPAU COLOR CHART,0323P,249,183,196
1026 Color card,324,83,30,34
KIPAU COLOR CHART,0324T,253,160,181
1026 Color card,325,112,67,79
KIPAU COLOR CHART,0325T,253,150,174
1026 Color card,326,157,115,125
KIPAU COLOR CHART,0326D,235,104,134
KIPAU COLOR CHART,0327D,236,94,121
1026 Color card,331,247,234,239
KIPAU COLOR CHART,0331AP,242,202,220
KIPAU COLOR CHART,0331BP,246,200,217
KIPAU COLOR CHART,0331P,249,185,204
1026 Color card,332,247,223,229
KIPAU COLOR CHART,0332AP,244,195,221
KIPAU COLOR CHART,0332BP,251,197,217
KIPAU COLOR CHART,0332P,245,164,188
1026 Color card,333,240,188,216
KIPAU COLOR CHART,0333AP,235,188,213
KIPAU COLOR CHART,0333BP,240,183,205
KIPAU COLOR CHART,0333T,242,143,171
1026 Color card,334,222,151,191
KIPAU COLOR CHART,0334AT,232,153,197
KIPAU COLOR CHART,0334BT,239,151,187
KIPAU COLOR CHART,0334T,237,119,152
1026 Color card,335,241,167,207
KIPAU COLOR CHART,0335AT,222,154,192
KIPAU COLOR CHART,0335BT,226,152,182
KIPAU COLOR CHART,0335T,242,102,137
1026 Color card,336,247,210,227
KIPAU COLOR CHART,0336AD,206,92,150
KIPAU COLOR CHART,0336BD,207,151,187
KIPAU COLOR CHART,0336D,231,80,112
KIPAU COLOR CHART,0337AD,165,96,137
KIPAU COLOR CHART,0337BD,214,94,139
KIPAU COLOR CHART,0337D,216,46,86
1026 Color card,341,230,211,221
KIPAU COLOR CHART,0341P,255,209,215
1026 Color card,342,227,191,209
KIPAU COLOR CHART,0342P,255,196,203
1026 Color card,343,221,151,191
KIPAU COLOR CHART,0343P,253,188,197
1026 Color card,344,163,100,136
KIPAU COLOR CHART,0344T,247,164,174
1026 Color card,345,193,124,163
KIPAU COLOR CHART,0345T,235,132,143
1026 Color card,346,226,174,201
KIPAU COLOR CHART,0346D,210,88,99
KIPAU COLOR CHART,0347D,159,45,50
1026 Color card,351,199,182,193
KIPAU COLOR CHART,0351P,255,213,219
1026 Color card,352,204,170,188
KIPAU COLOR CHART,0352P,255,199,204
1026 Color card,353,173,121,148
KIPAU COLOR CHART,0353P,255,185,193
1026 Color card,354,123,70,98
KIPAU COLOR CHART,0354T,241,151,160
1026 Color card,355,147,96,123
KIPAU COLOR CHART,0355T,222,135,146
1026 Color card,356,203,149,175
KIPAU COLOR CHART,0356D,194,82,96
KIPAU COLOR CHART,0357D,184,75,96
1026 Color card,361,177,157,168
KIPAU COLOR CHART,0361P,246,222,227
1026 Color card,362,169,140,159
KIPAU COLOR CHART,0362P,252,215,222
1026 Color card,363,129,95,117
KIPAU COLOR CHART,0363P,247,191,203
1026 Color card,364,67,30,54
KIPAU COLOR CHART,0364T,226,149,167
1026 Color card,365,101,66,88
KIPAU COLOR CHART,0365T,224,145,161
1026 Color card,366,148,116,135
KIPAU COLOR CHART,0366D,191,109,125
KIPAU COLOR CHART,0367D,166,68,86
1026 Color card,371,238,228,233
KIPAU COLOR CHART,0371P,254,207,214
1026 Color card,372,241,227,236
KIPAU COLOR CHART,0372P,249,192,201
1026 Color card,373,228,193,225
KIPAU COLOR CHART,0373P,243,172,175
1026 Color card,374,201,136,195
KIPAU COLOR CHART,0374T,237,161,161
1026 Color card,375,210,160,206
KIPAU COLOR CHART,0375T,215,124,129
1026 Color card,376,234,209,230
KIPAU COLOR CHART,0376T,201,114,110
KIPAU COLOR CHART,0377D,182,69,71
1026 Color card,381,223,213,223
KIPAU COLOR CHART,0381P,255,207,205
1026 Color card,382,215,192,215
KIPAU COLOR CHART,0382P,251,192,187
1026 Color card,383,208,159,205
KIPAU COLOR CHART,0383P,245,177,172
1026 Color card,384,153,103,149
KIPAU COLOR CHART,0384T,234,153,148
1026 Color card,385,177,130,177
KIPAU COLOR CHART,0385T,225,133,127
1026 Color card,386,210,175,208
KIPAU COLOR CHART,0386D,212,112,104
KIPAU COLOR CHART,0387D,180,83,78
1026 Color card,391,238,231,234
KIPAU COLOR CHART,0391P,252,208,199
1026 Color card,392,235,228,238
KIPAU COLOR CHART,0392P,251,201,195
1026 Color card,393,207,190,228
KIPAU COLOR CHART,0393P,238,182,174
1026 Color card,394,149,112,179
KIPAU COLOR CHART,0394T,231,166,156
1026 Color card,395,189,164,215
KIPAU COLOR CHART,0395T,219,151,146
1026 Color card,396,222,212,234
KIPAU COLOR CHART,0396T,205,134,122
KIPAU COLOR CHART,0397D,167,90,62
CP4 Color card,03RB 42/220,159,166,214
CP4 Color card,03RB 63/122,202,205,234
CP4 Color card,03YY 86/021,249,242,240
1026 Color card,401,219,214,225
KIPAU COLOR CHART,0401P,255,224,220
1026 Color card,402,207,197,222
KIPAU COLOR CHART,0402P,255,201,193
1026 Color card,403,188,165,217
KIPAU COLOR CHART,0403P,248,175,167
1026 Color card,404,140,110,160
KIPAU COLOR CHART,0404T,219,127,116
1026 Color card,405,163,134,186
KIPAU COLOR CHART,0405T,220,116,116
1026 Color card,406,202,180,214
KIPAU COLOR CHART,0406D,180,76,64
KIPAU COLOR CHART,0407D,168,60,53
1026 Color card,411,212,209,216
KIPAU COLOR CHART,0411P,255,223,216
1026 Color card,412,180,172,199
KIPAU COLOR CHART,0412P,255,205,197
1026 Color card,413,149,131,170
KIPAU COLOR CHART,0413P,244,176,163
1026 Color card,414,100,80,117
KIPAU COLOR CHART,0414T,227,141,128
1026 Color card,415,128,109,147
KIPAU COLOR CHART,0415D,203,104,87
1026 Color card,416,175,156,192
KIPAU COLOR CHART,0416D,187,85,68
KIPAU COLOR CHART,0417D,174,66,48
1026 Color card,421,166,161,177
KIPAU COLOR CHART,0421P,255,222,216
1026 Color card,422,160,150,176
KIPAU COLOR CHART,0422P,255,205,192
1026 Color card,423,111,101,129
KIPAU COLOR CHART,0423P,255,194,178
1026 Color card,424,60,41,69
KIPAU COLOR CHART,0424P,251,179,157
1026 Color card,425,86,72,100
KIPAU COLOR CHART,0425T,246,152,128
1026 Color card,426,135,126,152
KIPAU COLOR CHART,0426T,236,139,111
KIPAU COLOR CHART,0427D,208,97,65
1026 Color card,431,238,236,240
KIPAU COLOR CHART,0431P,255,221,207
1026 Color card,432,228,228,237
KIPAU COLOR CHART,0432P,255,207,187
1026 Color card,433,197,205,236
KIPAU COLOR CHART,0433P,255,193,170
1026 Color card,434,120,126,190
KIPAU COLOR CHART,0434T,248,180,157
1026 Color card,435,168,174,225
KIPAU COLOR CHART,0435T,222,131,101
1026 Color card,436,210,216,236
KIPAU COLOR CHART,0436D,208,114,84
KIPAU COLOR CHART,0437D,181,78,55
1026 Color card,441,212,214,226
KIPAU COLOR CHART,0441P,255,223,205
1026 Color card,442,197,204,230
KIPAU COLOR CHART,0442P,255,217,199
