color_code,color_card,red,green,blue
0166D,1026-TC,244,215,78
0167D,1026-TC,245,207,57
0176D,1026-TC,253,212,88
0177D,1026-TC,255,199,8
0186D,1026-TC,255,200,78
0187D,1026-TC,255,180,28
0196D,1026-TC,255,185,54
0197D,1026-TC,255,183,51
0205D,1026-TC,255,185,65
0206D,1026-TC,245,177,70
0207D,1026-TC,230,160,57
0216D,1026-TC,230,169,77
0217D,1026-TC,225,159,73
0227D,1026-TC,211,141,76
0236D,1026-TC,221,152,91
0237D,1026-TC,189,116,58
0246D,1026-TC,208,130,76
0247D,1026-TC,175,97,55
0256D,1026-TC,243,150,80
0257D,1026-TC,232,138,92
0265D,1026-TC,248,157,73
0266D,1026-TC,244,152,75
0267D,1026-TC,236,131,62
0275D,1026-TC,233,148,104
0276D,1026-TC,228,138,95
0277D,1026-TC,187,94,60
0286D,1026-TC,246,136,102
0287D,1026-TC,223,93,58
0296D,1026-TC,247,159,141
0297D,1026-TC,236,124,101
0306D,1026-TC,215,124,115
0307D,1026-TC,165,78,64
0316D,1026-TC,236,121,108
0317D,1026-TC,217,84,63
0326D,1026-TC,219,118,136
0327D,1026-TC,219,109,123
0336AD,1026-TC,194,106,150
0336BD,1026-TC,200,155,183
0336D,1026-TC,215,99,115
0337AD,1026-TC,162,109,140
0337BD,1026-TC,202,109,141
0337D,1026-TC,200,79,94
0346D,1026-TC,195,104,105
0347D,1026-TC,149,73,68
0356D,1026-TC,183,100,104
0357D,1026-TC,175,94,104
0366D,1026-TC,181,120,128
0367D,1026-TC,158,88,96
0377D,1026-TC,172,89,84
0386D,1026-TC,198,123,109
0387D,1026-TC,169,99,89
0397D,1026-TC,158,103,77
0406D,1026-TC,168,94,78
0407D,1026-TC,158,83,71
0415D,1026-TC,188,115,95
0416D,1026-TC,174,99,81
0417D,1026-TC,164,87,68
0427D,1026-TC,192,111,79
0436D,1026-TC,192,124,92
0437D,1026-TC,170,96,72
0446D,1026-TC,188,129,92
0447D,1026-TC,160,104,74
0456D,1026-TC,180,134,96
0457D,1026-TC,159,117,80
0466D,1026-TC,165,123,91
0467D,1026-TC,142,103,77
0476D,1026-TC,163,129,95
0477D,1026-TC,132,102,75
0486D,1026-TC,193,150,98
0487D,1026-TC,155,130,92
0497D,1026-TC,222,169,107
0506D,1026-TC,216,159,90
0507D,1026-TC,194,138,74
0516D,1026-TC,161,122,89
0517D,1026-TC,158,118,88
0526D,1026-TC,179,146,101
0527D,1026-TC,144,118,84
0536D,1026-TC,153,122,89
0537D,1026-TC,126,105,81
0546D,1026-TC,165,116,90
0547D,1026-TC,149,98,74
0556D,1026-TC,156,100,83
0557D,1026-TC,144,90,79
0567D,1026-TC,141,97,86
0575D,1026-TC,165,108,93
0576D,1026-TC,147,94,81
0577D,1026-TC,128,76,62
0585D,1026-TC,167,106,86
0586D,1026-TC,158,100,84
0587D,1026-TC,137,85,68
0596D,1026-TC,158,103,85
0597D,1026-TC,133,85,71
0607D,1026-TC,154,102,81
0617D,1026-TC,145,100,76
0626D,1026-TC,150,115,96
0627D,1026-TC,133,94,79
0636D,1026-TC,148,108,99
0637D,1026-TC,140,89,77
0647D,1026-TC,156,98,98
0657D,1026-TC,176,120,109
0666D,1026-TC,162,107,103
0667D,1026-TC,129,78,77
0676D,1026-TC,142,100,105
0677D,1026-TC,109,72,75
0686D,1026-TC,139,96,98
0687D,1026-TC,113,74,75
0697D,1026-TC,126,92,89
0707D,1026-TC,140,103,92
0716D,1026-TC,135,101,92
0717D,1026-TC,111,80,72
0726D,1026-TC,140,109,97
0727D,1026-TC,111,84,73
0736D,1026-TC,154,120,99
0737D,1026-TC,124,93,75
0746D,1026-TC,149,120,98
0747D,1026-TC,121,98,81
0755D,1026-TC,137,112,109
0756D,1026-TC,117,93,90
0757D,1026-TC,99,76,67
0766D,1026-TC,127,101,92
0767D,1026-TC,98,76,70
0776D,1026-TC,111,97,96
0777D,1026-TC,84,73,71
0786D,1026-TC,137,116,101
0787D,1026-TC,103,87,74
0796D,1026-TC,121,104,97
0797D,1026-TC,81,67,65
0806D,1026-TC,130,116,102
0807D,1026-TC,104,91,80
0817D,1026-TC,99,86,75
0847D,1026-TC,116,104,83
0857D,1026-TC,129,113,84
0877D,1026-TC,137,110,74
0887D,1026-TC,144,120,77
0897D,1026-TC,118,107,73
0907D,1026-TC,169,150,104
0927D,1026-TC,151,131,62
0937D,1026-TC,186,154,45
0947D,1026-TC,201,167,87
0957D,1026-TC,164,134,62
0967D,1026-TC,156,124,65
0977D,1026-TC,141,122,95
0987D,1026-TC,97,94,82
0997D,1026-TC,96,100,83
1006D,1026-TC,134,145,106
1007D,1026-TC,103,111,76
1017D,1026-TC,117,116,82
1027D,1026-TC,138,131,69
1037D,1026-TC,110,131,70
1047D,1026-TC,86,145,63
1057D,1026-TC,137,159,55
1066D,1026-TC,123,155,100
1067D,1026-TC,112,147,109
1077D,1026-TC,102,139,107
1087D,1026-TC,56,94,80
1096D,1026-TC,112,159,113
1097D,1026-TC,53,103,73
1106D,1026-TC,58,168,125
1107D,1026-TC,15,116,77
1117D,1026-TC,0,172,153
1127D,1026-TC,0,103,95
1137D,1026-TC,51,84,86
1147D,1026-TC,77,135,134
1157D,1026-TC,25,98,109
1167D,1026-TC,49,133,149
1177D,1026-TC,54,66,79
1197D,1026-TC,61,74,92
1207D,1026-TC,88,112,136
1217D,1026-TC,97,124,167
1227D,1026-TC,42,79,114
1236D,1026-TC,81,117,154
1237D,1026-TC,90,116,147
1247D,1026-TC,52,74,97
1257D,1026-TC,40,74,95
1267D,1026-TC,0,117,164
1276D,1026-TC,0,131,187
1277D,1026-TC,0,105,156
1287D,1026-TC,10,96,147
1297D,1026-TC,42,72,119
1307D,1026-TC,60,74,114
1317D,1026-TC,56,76,118
1327D,1026-TC,83,85,115
1337D,1026-TC,66,69,111
1345D,1026-TC,105,102,167
1346D,1026-TC,91,88,149
1347D,1026-TC,84,85,143
1357D,1026-TC,85,76,119
1367D,1026-TC,90,68,86
1377D,1026-TC,99,76,81
1387D,1026-TC,86,67,70
1397D,1026-TC,72,68,76
1407D,1026-TC,87,80,89
1417D,1026-TC,65,70,78
1427D,1026-TC,88,108,119
1437D,1026-TC,55,66,74
1445D,1026-TC,95,100,106
1446D,1026-TC,78,84,90
1447D,1026-TC,63,69,74
1457D,1026-TC,95,101,110
1467D,1026-TC,63,67,69
1477D,1026-TC,99,106,116
1487D,1026-TC,70,72,75
1497D,1026-TC,88,85,77
1517D,1026-TC,71,77,75
1527D,1026-TC,76,87,76
1547D,1026-TC,135,96,86
1556D,1026-TC,124,91,95
1557D,1026-TC,118,93,94
1561D,1026-TC,148,80,68
1562D,1026-TC,133,83,66
1563D,1026-TC,121,77,67
1564D,1026-TC,126,77,71
1565D,1026-TC,109,76,69
1566D,1026-TC,119,84,75
1567D,1026-TC,99,68,69
1571D,1026-TC,217,118,64
1572D,1026-TC,165,77,55
1573D,1026-TC,149,77,72
1574D,1026-TC,136,72,69
1575D,1026-TC,126,72,71
1576D,1026-TC,124,63,67
1577D,1026-TC,114,70,70
1581D,1026-TC,140,69,96
1582D,1026-TC,117,75,99
1583D,1026-TC,96,69,93
1584D,1026-TC,136,89,134
1585D,1026-TC,111,87,120
1586D,1026-TC,114,109,158
1587D,1026-TC,90,91,137
1591AD,1026-TC,198,139,56
1591D,1026-TC,235,134,47
1592AD,1026-TC,173,122,65
1592D,1026-TC,179,116,70
1593AD,1026-TC,145,108,72
1593D,1026-TC,138,93,63
1594AD,1026-TC,140,106,76
1594D,1026-TC,199,123,67
1595AD,1026-TC,125,95,75
1595D,1026-TC,178,110,73
1596AD,1026-TC,108,81,67
1596D,1026-TC,200,108,67
1597AD,1026-TC,95,79,71
1597D,1026-TC,168,90,59
1601D,1026-TC,62,108,162
1602D,1026-TC,57,90,125
1603D,1026-TC,57,91,139
1604D,1026-TC,69,92,142
1605D,1026-TC,69,88,126
1606D,1026-TC,69,82,113
1607D,1026-TC,77,85,120
1611AD,1026-TC,0,127,135
1611D,1026-TC,48,119,137
1612AD,1026-TC,0,118,132
1612D,1026-TC,39,103,131
1613AD,1026-TC,0,138,157
1613D,1026-TC,0,113,166
1614AD,1026-TC,0,121,143
1614D,1026-TC,16,92,138
1615AD,1026-TC,0,137,165
1615D,1026-TC,27,105,159
1616AD,1026-TC,0,141,171
1616D,1026-TC,29,85,136
1617AD,1026-TC,33,123,140
1617D,1026-TC,48,90,120
1621D,1026-TC,0,148,134
1622D,1026-TC,0,129,118
1623D,1026-TC,0,144,137
1624D,1026-TC,0,118,117
1625D,1026-TC,0,116,125
1626D,1026-TC,50,122,127
1627D,1026-TC,0,121,132
1631D,1026-TC,188,168,62
1632D,1026-TC,145,144,72
1633D,1026-TC,119,146,66
1634D,1026-TC,106,133,70
1635D,1026-TC,83,114,73
1636D,1026-TC,74,138,67
1637D,1026-TC,27,118,78
1641D,1026-TC,99,117,90
1642D,1026-TC,127,133,91
1643D,1026-TC,156,149,88
1644D,1026-TC,131,117,75
1645D,1026-TC,154,130,69
1646D,1026-TC,125,101,71
1647D,1026-TC,94,86,74
1651D,1026-TC,184,77,112
1652D,1026-TC,148,65,84
1653D,1026-TC,175,64,82
1654D,1026-TC,189,59,65
1655D,1026-TC,204,68,62
1656D,1026-TC,187,61,55
1657D,1026-TC,219,93,67
1661D,1026-TC,238,214,57
1662D,1026-TC,255,182,0
1663D,1026-TC,255,148,41
1664D,1026-TC,173,57,54
1665D,1026-TC,128,71,61
1666D,1026-TC,0,112,93
1667D,1026-TC,53,56,74
0011P,1026-TC,243,237,222
0012P,1026-TC,242,236,222
0013P,1026-TC,246,238,220
0014P,1026-TC,244,234,210
0015P,1026-TC,240,228,207
0016P,1026-TC,246,229,198
0017P,1026-TC,241,228,201
0021P,1026-TC,242,237,226
0022P,1026-TC,241,235,222
0023P,1026-TC,240,234,218
0024P,1026-TC,238,235,221
0025P,1026-TC,245,237,220
0026P,1026-TC,243,237,221
0027P,1026-TC,245,237,219
0031P,1026-TC,243,239,225
0032P,1026-TC,246,240,217
0033P,1026-TC,245,237,216
0034P,1026-TC,246,237,219
0035P,1026-TC,240,232,203
0036P,1026-TC,240,231,197
0037P,1026-TC,236,228,204
0041P,1026-TC,247,238,219
0042P,1026-TC,243,231,209
0043P,1026-TC,242,228,207
0044P,1026-TC,248,236,219
0045P,1026-TC,245,230,208
0046P,1026-TC,248,228,202
0047P,1026-TC,244,222,194
0051P,1026-TC,246,234,218
0052P,1026-TC,245,230,211
0053P,1026-TC,238,222,196
0054P,1026-TC,238,224,214
0055P,1026-TC,246,228,214
0056P,1026-TC,245,222,210
0057P,1026-TC,247,221,200
0061P,1026-TC,244,238,228
0062P,1026-TC,238,230,218
0063P,1026-TC,234,225,215
0064P,1026-TC,243,231,214
0065P,1026-TC,243,230,214
0066P,1026-TC,240,226,207
0067P,1026-TC,231,217,203
0071P,1026-TC,238,226,213
0072P,1026-TC,245,235,223
0073P,1026-TC,242,232,219
0074P,1026-TC,245,234,225
0075P,1026-TC,243,230,222
0076P,1026-TC,239,229,220
0077P,1026-TC,241,224,217
0081P,1026-TC,234,225,228
0082P,1026-TC,231,226,227
0083P,1026-TC,241,234,228
0084P,1026-TC,239,229,219
0085P,1026-TC,245,230,221
0086P,1026-TC,238,226,223
0087P,1026-TC,241,222,220
0091P,1026-TC,241,228,216
0092P,1026-TC,236,224,216
0093P,1026-TC,239,232,224
0094P,1026-TC,244,235,226
0095P,1026-TC,238,230,224
0096P,1026-TC,228,219,215
0097P,1026-TC,228,223,220
0101P,1026-TC,232,228,226
0102P,1026-TC,236,231,227
0103P,1026-TC,228,223,226
0104P,1026-TC,236,233,229
0105P,1026-TC,220,215,216
0106P,1026-TC,221,218,219
0107P,1026-TC,216,211,218
0111P,1026-TC,235,236,229
0112P,1026-TC,234,236,230
0113P,1026-TC,226,232,228
0114P,1026-TC,230,231,226
0115P,1026-TC,219,225,225
0116P,1026-TC,225,225,222
0117P,1026-TC,217,220,221
0121P,1026-TC,241,239,228
0122P,1026-TC,244,240,226
0123P,1026-TC,237,235,222
0124P,1026-TC,236,233,225
0125P,1026-TC,234,233,223
0126P,1026-TC,231,226,217
0127P,1026-TC,223,223,218
0131P,1026-TC,238,238,231
0132P,1026-TC,232,236,230
0133P,1026-TC,229,234,229
0134P,1026-TC,228,237,228
0135P,1026-TC,219,232,227
0136P,1026-TC,214,231,228
0137P,1026-TC,203,217,221
0141P,1026-TC,229,240,227
0142P,1026-TC,223,233,221
0143P,1026-TC,210,229,219
0144P,1026-TC,219,231,226
0145P,1026-TC,212,235,230
0146P,1026-TC,200,225,225
0147P,1026-TC,199,224,220
0151P,1026-TC,217,232,204
0152P,1026-TC,228,236,214
0153P,1026-TC,233,235,220
0154P,1026-TC,220,226,209
0155P,1026-TC,216,229,211
0156P,1026-TC,206,226,210
0157P,1026-TC,220,229,218
0161P,1026-TC,244,241,192
0162P,1026-TC,245,239,173
0171P,1026-TC,249,239,209
0172P,1026-TC,250,232,184
0173P,1026-TC,251,230,161
0181P,1026-TC,248,236,208
0182P,1026-TC,251,230,184
0183P,1026-TC,245,227,170
0191P,1026-TC,254,224,165
0192P,1026-TC,255,222,159
0193P,1026-TC,255,218,145
0194P,1026-TC,255,212,125
0201P,1026-TC,255,224,177
0202P,1026-TC,255,216,156
0211P,1026-TC,250,230,195
0212P,1026-TC,252,221,169
0213P,1026-TC,248,215,152
0221P,1026-TC,251,220,174
0222P,1026-TC,253,218,167
0223P,1026-TC,250,207,156
0231P,1026-TC,249,225,197
0232P,1026-TC,247,211,175
0233P,1026-TC,250,211,170
0241P,1026-TC,250,226,201
0242P,1026-TC,253,212,170
0243P,1026-TC,246,209,174
0251P,1026-TC,251,219,181
0252P,1026-TC,253,211,160
0261P,1026-TC,251,225,195
0262P,1026-TC,254,211,169
0271P,1026-TC,251,222,201
0272P,1026-TC,251,203,173
0281P,1026-TC,245,221,206
0282P,1026-TC,250,210,188
0291P,1026-TC,252,219,209
0292P,1026-TC,251,206,195
0301P,1026-TC,250,213,208
0302P,1026-TC,246,196,187
0311P,1026-TC,251,229,224
0312P,1026-TC,243,207,200
0313P,1026-TC,242,194,187
0321P,1026-TC,245,223,224
0322P,1026-TC,240,198,204
0323P,1026-TC,235,184,191
0331AP,1026-TC,232,201,213
0331BP,1026-TC,234,199,211
0331P,1026-TC,236,186,198
0332AP,1026-TC,235,195,214
0332BP,1026-TC,239,196,211
0332P,1026-TC,232,169,185
0333AP,1026-TC,226,188,207
0333BP,1026-TC,229,184,200
0341P,1026-TC,243,208,208
0342P,1026-TC,249,200,201
0343P,1026-TC,240,190,193
0351P,1026-TC,243,213,213
0352P,1026-TC,245,202,201
0353P,1026-TC,241,188,190
0361P,1026-TC,236,219,219
0362P,1026-TC,239,212,214
0363P,1026-TC,233,191,196
0371P,1026-TC,242,206,208
0372P,1026-TC,236,193,196
0373P,1026-TC,230,176,174
0381P,1026-TC,243,207,200
0382P,1026-TC,237,192,184
0383P,1026-TC,231,180,171
0391P,1026-TC,237,206,194
0392P,1026-TC,238,200,191
0393P,1026-TC,224,184,172
0401P,1026-TC,244,222,214
0402P,1026-TC,241,201,189
0403P,1026-TC,232,177,164
0411P,1026-TC,243,220,209
0412P,1026-TC,241,205,193
0413P,1026-TC,228,179,162
0421P,1026-TC,246,222,212
0422P,1026-TC,245,207,189
0423P,1026-TC,240,195,176
0424P,1026-TC,234,182,156
0431P,1026-TC,245,220,203
0432P,1026-TC,243,208,185
0433P,1026-TC,240,196,168
0441P,1026-TC,250,225,203
0442P,1026-TC,241,216,194
0443P,1026-TC,236,195,168
0451P,1026-TC,243,224,203
0452P,1026-TC,236,209,184
0453P,1026-TC,234,202,168
0461P,1026-TC,234,211,191
0462P,1026-TC,225,199,180
0463P,1026-TC,218,185,162
0471P,1026-TC,243,227,210
0472P,1026-TC,228,204,180
0481P,1026-TC,244,228,201
0482P,1026-TC,236,216,188
0483P,1026-TC,231,205,171
0491P,1026-TC,246,234,213
0492P,1026-TC,249,229,201
0493P,1026-TC,247,222,187
0494P,1026-TC,247,216,174
0495P,1026-TC,243,205,154
0501P,1026-TC,249,228,196
0502P,1026-TC,247,214,169
0503P,1026-TC,241,197,140
0511P,1026-TC,245,225,195
0512P,1026-TC,227,202,180
0513P,1026-TC,215,193,169
0521P,1026-TC,237,224,201
0522P,1026-TC,230,210,182
0523P,1026-TC,219,196,161
0531P,1026-TC,229,212,193
0532P,1026-TC,216,193,169
0541P,1026-TC,239,217,203
0542P,1026-TC,221,190,173
0551P,1026-TC,242,207,204
0552P,1026-TC,235,193,190
0561P,1026-TC,231,212,207
0562P,1026-TC,228,204,197
0563P,1026-TC,217,192,185
0571P,1026-TC,237,211,202
0572P,1026-TC,222,187,181
0573P,1026-TC,214,173,163
0581P,1026-TC,236,209,199
0582P,1026-TC,229,189,173
0583P,1026-TC,208,158,142
0591P,1026-TC,237,211,201
0592P,1026-TC,225,188,177
0593P,1026-TC,212,172,160
0601P,1026-TC,242,227,217
0602P,1026-TC,235,206,190
0603P,1026-TC,228,197,180
0604P,1026-TC,222,187,168
0611P,1026-TC,238,217,199
0612P,1026-TC,235,208,189
0613P,1026-TC,227,193,171
0621P,1026-TC,228,207,194
0622P,1026-TC,221,198,184
0623P,1026-TC,205,180,164
0631P,1026-TC,228,209,204
0632P,1026-TC,221,195,190
0633P,1026-TC,211,185,183
0634P,1026-TC,209,182,176
0641P,1026-TC,235,207,206
0642P,1026-TC,234,199,198
0643P,1026-TC,221,181,181
0644P,1026-TC,218,174,175
0651P,1026-TC,241,212,213
0652P,1026-TC,242,204,208
0653P,1026-TC,233,188,194
0661P,1026-TC,237,214,212
0662P,1026-TC,228,190,190
0663P,1026-TC,218,164,164
0671P,1026-TC,229,207,210
0672P,1026-TC,213,179,183
0673P,1026-TC,202,164,173
0681P,1026-TC,236,218,217
0682P,1026-TC,220,202,205
0683P,1026-TC,213,188,189
0691P,1026-TC,224,215,212
0692P,1026-TC,205,185,187
0693P,1026-TC,202,183,181
0694P,1026-TC,187,164,164
0701P,1026-TC,230,208,204
0702P,1026-TC,214,189,182
0703P,1026-TC,209,182,177
0704P,1026-TC,196,165,157
0711P,1026-TC,229,209,202
0712P,1026-TC,218,195,189
0721P,1026-TC,237,222,214
0722P,1026-TC,218,198,191
0723P,1026-TC,206,183,174
0731P,1026-TC,243,227,212
0732P,1026-TC,238,224,212
0733P,1026-TC,225,203,186
0741P,1026-TC,237,226,214
0742P,1026-TC,226,210,195
0743P,1026-TC,216,195,176
0751P,1026-TC,221,206,203
0752P,1026-TC,203,184,180
0761P,1026-TC,217,203,196
0762P,1026-TC,206,189,183
0763P,1026-TC,182,160,152
0771P,1026-TC,227,220,218
0772P,1026-TC,209,203,203
0773P,1026-TC,197,188,187
0774P,1026-TC,183,174,174
0781P,1026-TC,238,228,220
0782P,1026-TC,223,211,202
0783P,1026-TC,205,190,178
0791P,1026-TC,221,211,203
0792P,1026-TC,205,189,183
0801P,1026-TC,227,221,213
0802P,1026-TC,219,210,199
0803P,1026-TC,195,182,168
0811P,1026-TC,224,219,210
0812P,1026-TC,223,217,206
0813P,1026-TC,204,193,180
0814P,1026-TC,188,176,160
0821P,1026-TC,223,215,199
0822P,1026-TC,214,204,187
0823P,1026-TC,210,198,181
0824P,1026-TC,202,187,165
0831P,1026-TC,235,226,216
0832P,1026-TC,214,205,195
0833P,1026-TC,202,193,183
0834P,1026-TC,183,174,163
0841P,1026-TC,230,218,200
0842P,1026-TC,204,191,169
0851P,1026-TC,224,216,198
0852P,1026-TC,218,205,180
0853P,1026-TC,201,187,156
0861P,1026-TC,244,238,219
0862P,1026-TC,235,215,186
0863P,1026-TC,232,208,172
0871P,1026-TC,240,228,208
0872P,1026-TC,226,209,181
0873P,1026-TC,227,204,170
0874P,1026-TC,215,192,158
0881P,1026-TC,238,221,193
0882P,1026-TC,224,203,166
0883P,1026-TC,211,188,144
0891P,1026-TC,234,222,195
0892P,1026-TC,220,206,173
0893P,1026-TC,207,189,149
0901P,1026-TC,235,223,191
0902P,1026-TC,229,219,190
0903P,1026-TC,221,211,182
0911P,1026-TC,244,235,203
0912P,1026-TC,236,227,192
0913P,1026-TC,228,220,183
0914P,1026-TC,227,217,175
0921P,1026-TC,246,232,192
0922P,1026-TC,234,218,163
0923P,1026-TC,228,211,146
0924P,1026-TC,221,203,133
0931P,1026-TC,245,233,186
0932P,1026-TC,242,220,154
0933P,1026-TC,239,215,142
0934P,1026-TC,240,213,133
0941P,1026-TC,242,231,201
0942P,1026-TC,242,229,194
0943P,1026-TC,237,223,178
0944P,1026-TC,232,215,170
0951P,1026-TC,247,233,202
0952P,1026-TC,241,221,176
0953P,1026-TC,231,205,145
0961P,1026-TC,244,231,208
0962P,1026-TC,242,223,189
0963P,1026-TC,234,212,172
0964P,1026-TC,231,204,159
0971P,1026-TC,227,219,201
0972P,1026-TC,220,210,187
0973P,1026-TC,209,199,174
0981P,1026-TC,230,221,201
0982P,1026-TC,215,204,178
0983P,1026-TC,205,196,170
0991P,1026-TC,220,221,205
0992P,1026-TC,202,205,184
0993P,1026-TC,190,191,164
0994P,1026-TC,174,178,154
1001P,1026-TC,234,233,211
1002P,1026-TC,219,223,201
1003P,1026-TC,201,208,178
1011P,1026-TC,227,225,201
1012P,1026-TC,213,211,181
1013P,1026-TC,191,190,148
1014P,1026-TC,186,182,145
1021P,1026-TC,236,230,200
1022P,1026-TC,220,215,177
1023P,1026-TC,211,204,155
1031P,1026-TC,230,235,210
1032P,1026-TC,217,226,189
1033P,1026-TC,199,210,164
1041P,1026-TC,229,233,209
1042P,1026-TC,215,227,193
1043P,1026-TC,196,213,163
1044P,1026-TC,180,201,145
1051P,1026-TC,236,237,204
1052P,1026-TC,229,232,182
1053P,1026-TC,221,224,158
1054P,1026-TC,203,213,131
1061P,1026-TC,212,228,199
1062P,1026-TC,203,223,189
1071P,1026-TC,206,224,204
1072P,1026-TC,194,218,200
1073P,1026-TC,184,206,188
1081P,1026-TC,208,232,219
1082P,1026-TC,189,226,213
1083P,1026-TC,178,218,202
1091P,1026-TC,227,238,225
1092P,1026-TC,210,231,208
1093P,1026-TC,186,217,187
1101P,1026-TC,193,233,217
1102P,1026-TC,185,229,213
1103P,1026-TC,148,214,191
1111P,1026-TC,170,230,222
1112P,1026-TC,158,226,217
1113P,1026-TC,148,221,212
1114P,1026-TC,127,214,204
1121P,1026-TC,221,237,229
1122P,1026-TC,192,229,223
1123P,1026-TC,170,220,213
1131P,1026-TC,195,221,217
1132P,1026-TC,177,208,205
1133P,1026-TC,163,197,192
1134P,1026-TC,144,184,183
1141P,1026-TC,190,219,216
1142P,1026-TC,175,213,212
1143P,1026-TC,166,200,200
1151P,1026-TC,189,224,223
1152P,1026-TC,183,219,221
1153P,1026-TC,152,202,208
1161P,1026-TC,186,225,228
1162P,1026-TC,163,208,217
1163P,1026-TC,156,200,204
1171P,1026-TC,208,225,226
1172P,1026-TC,191,215,222
1173P,1026-TC,162,195,209
1181P,1026-TC,201,224,231
1182P,1026-TC,177,212,221
1183P,1026-TC,173,207,217
1184P,1026-TC,169,203,214
1191P,1026-TC,224,230,230
1192P,1026-TC,206,215,220
1193P,1026-TC,174,192,207
1201P,1026-TC,194,212,222
1202P,1026-TC,179,199,213
1203P,1026-TC,168,191,208
1211P,1026-TC,218,227,227
1212P,1026-TC,200,219,229
1213P,1026-TC,183,205,224
1221P,1026-TC,200,222,229
1222P,1026-TC,188,217,228
1223P,1026-TC,177,210,228
1231P,1026-TC,196,212,222
1232P,1026-TC,181,201,216
1233P,1026-TC,164,189,206
1234P,1026-TC,159,179,197
1241P,1026-TC,204,219,227
1242P,1026-TC,192,211,225
1243P,1026-TC,167,196,216
1251P,1026-TC,198,221,227
1252P,1026-TC,192,222,229
1253P,1026-TC,155,206,223
1261P,1026-TC,137,212,233
1262P,1026-TC,115,204,232
1263P,1026-TC,73,188,224
1271P,1026-TC,143,205,232
1272P,1026-TC,120,193,228
1273P,1026-TC,85,178,222
1281P,1026-TC,199,226,233
1282P,1026-TC,176,213,232
1283P,1026-TC,137,193,226
1291P,1026-TC,209,226,231
1292P,1026-TC,184,209,226
1293P,1026-TC,163,201,228
1301P,1026-TC,208,221,232
1302P,1026-TC,187,208,228
1303P,1026-TC,162,188,219
1311P,1026-TC,196,210,228
1312P,1026-TC,178,195,218
1313P,1026-TC,164,187,222
1314P,1026-TC,154,175,218
1321P,1026-TC,212,215,224
1322P,1026-TC,187,193,212
1323P,1026-TC,165,174,197
1331P,1026-TC,215,217,231
1332P,1026-TC,196,201,227
1333P,1026-TC,182,185,220
1334P,1026-TC,166,172,215
1341P,1026-TC,182,180,221
1342P,1026-TC,165,161,212
1343P,1026-TC,163,160,212
1351P,1026-TC,228,219,227
1352P,1026-TC,214,199,214
1353P,1026-TC,209,196,216
1361P,1026-TC,225,210,219
1362P,1026-TC,210,189,208
1363P,1026-TC,202,182,204
1371P,1026-TC,239,218,221
1372P,1026-TC,225,197,207
1373P,1026-TC,203,171,187
1381P,1026-TC,227,203,210
1382P,1026-TC,216,186,199
1383P,1026-TC,201,172,185
1391P,1026-TC,225,217,221
1392P,1026-TC,211,202,213
1393P,1026-TC,187,177,194
1401P,1026-TC,224,222,222
1402P,1026-TC,211,206,211
1403P,1026-TC,192,189,198
1411P,1026-TC,220,227,227
1412P,1026-TC,202,211,216
1413P,1026-TC,177,187,198
1421P,1026-TC,203,213,215
1422P,1026-TC,194,209,213
1423P,1026-TC,178,194,200
1431P,1026-TC,210,218,219
1432P,1026-TC,179,195,204
1433P,1026-TC,170,186,194
1441P,1026-TC,168,174,178
1442P,1026-TC,158,163,167
1451P,1026-TC,207,210,210
1452P,1026-TC,189,196,197
1453P,1026-TC,176,185,184
1461P,1026-TC,211,216,214
1462P,1026-TC,198,204,203
1463P,1026-TC,183,191,194
1471P,1026-TC,213,217,217
1472P,1026-TC,196,201,204
1473P,1026-TC,182,188,193
1474P,1026-TC,163,170,176
1481P,1026-TC,212,212,209
1482P,1026-TC,196,196,192
1483P,1026-TC,185,189,188
1491P,1026-TC,215,210,201
1492P,1026-TC,197,191,180
1493P,1026-TC,185,181,171
1494P,1026-TC,165,161,151
1501P,1026-TC,216,219,207
1502P,1026-TC,190,196,188
1503P,1026-TC,191,193,182
1504P,1026-TC,183,185,178
1505P,1026-TC,168,174,167
1511P,1026-TC,214,216,203
1512P,1026-TC,209,214,208
1513P,1026-TC,182,190,187
1521P,1026-TC,226,230,222
1522P,1026-TC,216,220,211
1523P,1026-TC,191,199,189
0163T,1026-TC,240,232,150
0164T,1026-TC,240,229,135
0165T,1026-TC,249,226,106
0174T,1026-TC,253,222,135
0175T,1026-TC,254,222,116
0184T,1026-TC,252,219,147
0185T,1026-TC,255,215,127
0195T,1026-TC,255,199,87
0203T,1026-TC,255,198,118
0204T,1026-TC,255,195,108
0214T,1026-TC,249,203,134
0215T,1026-TC,246,191,110
0224T,1026-TC,249,206,160
0225T,1026-TC,234,182,130
0226T,1026-TC,226,177,125
0234T,1026-TC,243,194,143
0235T,1026-TC,238,180,124
0244T,1026-TC,237,185,142
0245T,1026-TC,229,169,122
0253T,1026-TC,255,194,127
0254T,1026-TC,253,183,125
0255T,1026-TC,243,174,125
0263T,1026-TC,255,199,144
0264T,1026-TC,251,177,113
0273T,1026-TC,247,189,155
0274T,1026-TC,239,166,127
0283T,1026-TC,248,197,176
0284T,1026-TC,251,190,162
0285T,1026-TC,248,164,132
0293T,1026-TC,245,197,188
0294T,1026-TC,241,189,176
0295T,1026-TC,252,190,176
0303T,1026-TC,243,180,172
0304T,1026-TC,235,167,159
0305T,1026-TC,226,142,129
0314T,1026-TC,247,174,167
0315T,1026-TC,241,138,126
